User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
4208,55.39,92.89,8680,7,highly active,7
1201,97.56,99.05,11093,5,highly active,9
4507,77.58,100.0,8389,9,highly active,1
3360,61.6,93.82,8546,9,highly active,10
1216,58.2,95.59,12158,4,highly active,8
4874,84.02,100.0,310,6,active,2
1574,55.47,97.46,7737,6,highly active,9
3291,90.34,100.0,4249,6,active,2
1536,57.72,97.25,6729,9,sedentary,1
4740,78.77,97.41,8115,4,highly active,6
3122,79.75,100.0,8778,6,active,5
4877,78.97,92.89,14251,8,highly active,4
1385,55.68,98.22,16855,5,highly active,2
4974,72.08,99.09,6535,5,sedentary,6
4281,95.6,100.0,15721,8,sedentary,2
1474,71.97,99.79,10126,9,sedentary,5
1417,75.21,98.01,1586,6,sedentary,9
3394,68.32,100.0,252,8,highly active,1
4600,56.13,100.0,70,9,sedentary,7
3687,42.27,99.3,6184,6,highly active,2
1938,72.35,95.98,5161,8,active,3
1954,76.5,98.3,8344,6,sedentary,1
1875,85.48,99.64,12953,4,active,8
1762,82.01,97.44,1258,7,highly active,10
2202,84.22,99.4,13587,6,highly active,3
1663,75.21,96.86,15034,6,highly active,9
1024,62.38,98.3,13303,6,highly active,5
2990,70.24,95.26,8357,7,active,6
2203,75.21,98.51,2497,8,active,8
1709,69.15,96.57,686,8,sedentary,8
4572,73.35,99.16,10538,6,highly active,6
2879,81.06,95.73,1720,6,sedentary,7
2184,92.51,100.0,4070,9,sedentary,1
3224,77.13,95.95,5298,6,active,10
1284,61.74,98.01,8096,6,active,4
1062,68.85,97.7,4678,7,highly active,6
2002,83.1,99.04,8301,4,sedentary,8
1661,70.57,99.46,11775,6,active,7
3713,67.99,97.6,8739,6,active,10
3203,61.02,97.67,2492,5,highly active,6
4953,92.9,97.62,15729,7,sedentary,5
2492,73.18,94.08,5598,8,active,5
4120,73.27,99.67,4383,9,highly active,5
1966,85.2,98.08,5990,6,active,5
1848,54.56,97.32,4621,6,highly active,6
2107,75.63,97.74,9849,5,highly active,5
4432,97.58,97.11,3821,7,active,5
1688,74.04,93.92,10495,4,active,1
1147,78.29,97.12,9994,6,sedentary,3
4701,77.96,97.99,2269,7,highly active,1
1341,90.92,96.38,706,6,active,3
3523,78.02,98.1,13325,6,highly active,1
2086,112.03,99.7,1295,8,sedentary,6
2724,78.47,96.81,222,6,highly active,6
2383,68.46,95.12,3603,8,highly active,6
3608,97.68,98.1,2053,9,sedentary,7
1326,71.84,98.01,1742,7,highly active,10
2792,66.01,100.0,1324,6,active,1
2759,57.17,97.03,9682,9,sedentary,10
4212,82.18,98.07,10709,3,sedentary,10
1989,68.14,100.0,333,4,highly active,2
3262,63.34,96.28,5540,8,active,4
3482,66.51,99.11,1016,10,sedentary,9
4962,69.55,99.05,4846,8,sedentary,2
1951,87.49,99.24,2993,7,highly active,2
1722,82.25,96.83,1578,6,active,8
4389,72.83,98.01,20704,7,sedentary,1
3717,73.4,97.97,5810,8,highly active,7
3332,78.1,95.32,1458,7,highly active,2
4376,65.0,99.04,6127,8,active,9
1428,65.13,99.68,18466,6,sedentary,3
2500,77.27,98.01,3321,7,active,5
1285,77.3,99.8,1037,8,highly active,3
4215,90.17,95.67,8282,5,sedentary,3
4495,82.49,96.54,7475,6,highly active,6
4090,67.62,98.05,10,7,highly active,6
3065,55.8,98.19,13450,5,highly active,2
1768,88.24,100.0,7567,5,sedentary,5
3637,79.98,99.27,1524,6,active,7
2394,89.54,98.55,23,8,sedentary,1
4057,102.07,97.0,9836,7,active,3
1193,71.75,96.08,3179,7,sedentary,7
3549,75.62,97.04,3969,7,active,5
1987,86.86,100.0,5418,7,highly active,1
2136,87.95,97.78,8877,7,active,6
3161,79.91,98.36,1329,6,sedentary,10
4293,51.13,97.12,1525,8,active,7
2701,48.48,96.13,346,6,highly active,6
1830,75.33,98.3,14588,6,highly active,6
4715,46.98,100.0,5636,6,sedentary,7
2920,74.55,97.02,3938,8,sedentary,7
4335,84.77,97.12,1898,10,sedentary,4
3972,74.11,96.45,6327,4,highly active,1
1054,79.43,98.44,8210,8,highly active,4
4942,83.82,100.0,8180,7,active,2
4714,50.98,100.0,45,6,highly active,3
1799,84.79,100.0,8476,6,sedentary,8
2481,71.43,98.66,855,5,highly active,3
2901,65.08,98.9,9856,7,sedentary,10
3209,91.11,95.05,12131,5,highly active,1
3134,95.72,93.42,8716,6,highly active,6
1054,110.88,97.52,712,6,active,2
4547,75.21,94.7,7333,8,highly active,10
2823,66.21,100.0,4998,5,highly active,2
2201,84.19,97.77,13273,6,sedentary,1
4462,60.1,99.9,4210,7,active,6
4420,70.92,98.05,3911,7,active,2
4079,75.21,98.01,19004,6,active,2
1832,64.31,100.0,19055,7,highly active,3
1312,76.23,97.93,255,5,highly active,7
3806,89.23,95.63,4653,6,highly active,8
2858,73.83,96.73,1228,9,highly active,7
3007,59.42,95.99,2239,7,highly active,1
1786,92.47,97.82,7679,7,sedentary,8
3490,95.84,97.44,969,7,active,6
2790,80.53,97.59,79,5,highly active,7
1327,60.27,98.95,9091,7,highly active,6
4125,61.83,100.0,7178,6,sedentary,10
3808,40.0,98.15,16307,6,sedentary,2
4310,66.12,96.37,5471,6,active,10
4300,90.98,100.0,20345,6,active,9
3626,64.74,100.0,6579,7,sedentary,2
4122,60.66,99.1,3427,7,highly active,5
4680,75.21,98.27,6564,6,highly active,6
4675,92.27,98.79,9681,2,active,8
4054,66.96,93.32,2989,5,highly active,3
2287,82.64,94.81,3262,5,active,8
4489,61.98,99.75,6959,7,sedentary,2
4874,69.86,100.0,4256,5,highly active,3
3143,47.7,94.39,5240,6,active,4
4149,73.46,96.67,313,5,highly active,2
2311,64.92,96.12,7307,7,active,2
4191,73.62,98.61,17937,6,highly active,10
3861,71.77,99.49,1886,6,sedentary,1
3538,62.59,95.96,1668,5,active,1
4983,80.98,95.16,3157,6,sedentary,9
1451,70.53,95.65,539,7,highly active,3
2523,72.99,97.09,5751,5,sedentary,1
1164,53.09,100.0,7259,5,highly active,10
1181,73.12,98.13,11999,10,active,8
3516,72.31,100.0,479,7,active,9
1909,62.62,99.58,4011,7,sedentary,2
3782,82.97,96.75,10734,6,highly active,4
1822,43.38,98.27,10236,8,sedentary,9
1943,67.77,96.95,535,8,sedentary,3
3001,79.65,95.81,80,6,active,7
3054,106.48,97.39,10706,8,sedentary,7
1329,54.51,99.58,1039,9,active,5
1774,76.33,96.85,6036,3,highly active,5
4744,83.22,97.52,693,8,highly active,6
3198,75.95,96.82,2452,5,sedentary,1
4156,56.51,100.0,1204,8,sedentary,9
1146,67.74,97.64,9333,5,sedentary,2
4695,40.0,97.36,7819,7,highly active,10
4452,75.06,97.41,1018,4,active,4
1914,75.21,98.65,428,8,active,4
2571,81.83,98.17,4396,7,highly active,2
2308,65.2,99.93,1523,8,active,1
3747,63.79,97.23,57,5,active,2
1081,77.5,100.0,2148,7,active,4
1513,78.9,96.55,1697,9,sedentary,4
2920,88.07,98.24,8085,6,active,8
3862,71.08,98.94,13806,7,sedentary,1
3756,73.41,97.96,1899,8,highly active,1
2939,54.21,98.03,1767,4,highly active,4
4594,96.73,96.24,3434,6,active,3
1745,60.98,99.35,1326,8,active,7
4070,85.87,98.32,20538,3,highly active,3
2409,85.98,98.06,1954,8,sedentary,8
1706,81.0,94.2,686,6,active,1
1470,71.44,99.13,5698,10,highly active,3
4190,69.56,99.25,5400,7,sedentary,3
4088,74.61,97.54,2736,9,highly active,7
1804,97.29,98.01,3119,7,sedentary,8
1933,71.61,96.07,2877,6,highly active,7
2279,74.51,95.53,6934,9,active,5
2757,59.64,96.3,6486,5,sedentary,1
1904,77.79,99.07,5267,8,sedentary,7
4297,75.21,99.18,3171,3,active,6
2076,75.21,99.16,3906,7,active,4
3987,92.12,97.49,11009,6,active,6
2890,95.39,100.0,6578,4,highly active,10
2523,53.35,93.09,8819,6,active,8
4577,75.21,95.98,2268,3,highly active,4
3901,75.21,98.51,16973,9,highly active,8
2387,68.77,98.01,251,4,active,8
2303,92.89,97.45,6339,8,sedentary,9
1592,81.22,98.09,11712,5,highly active,4
3761,95.6,97.41,14084,4,sedentary,3
4229,55.99,95.24,2695,6,highly active,2
3679,75.21,99.66,4310,7,active,5
3106,76.41,99.67,249,5,highly active,1
4798,92.59,100.0,10917,7,sedentary,8
1127,81.82,94.23,931,8,sedentary,8
4953,70.58,97.75,17485,8,highly active,4
4186,61.25,96.7,2804,8,highly active,4
4280,63.37,96.08,1774,6,highly active,4
3573,55.02,99.24,2030,8,sedentary,3
1520,41.29,100.0,8082,8,active,2
3599,73.25,100.0,9057,6,highly active,3
1236,51.68,100.0,1708,8,sedentary,6
2304,79.71,95.77,1921,7,highly active,3
4430,89.76,97.74,2735,7,sedentary,4
4272,80.65,97.89,3974,9,sedentary,6
2781,75.66,99.07,17462,5,sedentary,8
2301,51.89,99.47,188,7,highly active,10
4306,87.69,97.07,7117,7,active,4
3541,104.2,100.0,13848,8,sedentary,2
3051,96.12,100.0,8995,6,active,2
3713,55.04,98.72,1710,6,sedentary,8
1441,73.83,96.87,4534,6,sedentary,8
3076,75.21,100.0,16877,7,highly active,1
4180,69.03,100.0,861,6,active,6
4798,75.21,97.99,1085,5,sedentary,7
1804,76.61,100.0,1075,9,sedentary,10
1074,68.33,98.01,11731,9,active,3
4217,55.3,100.0,271,9,active,10
3175,64.26,97.96,1290,6,sedentary,8
4924,89.79,98.05,20767,4,sedentary,8
3089,77.83,98.44,2293,6,highly active,2
2379,106.53,96.18,86,8,sedentary,10
1040,79.02,95.71,2052,6,sedentary,7
3981,56.31,96.93,4978,7,active,10
3081,51.22,97.63,17376,7,active,1
4088,90.02,100.0,1180,6,sedentary,2
2700,59.38,98.53,1779,8,active,1
4224,58.03,100.0,4078,8,active,4
4045,67.28,99.07,9657,7,highly active,10
2401,89.94,99.73,7525,7,sedentary,6
1587,69.48,99.26,2778,4,active,1
2622,62.38,100.0,481,9,active,1
4700,93.19,98.12,2041,6,active,10
4945,90.63,98.19,1735,5,active,4
1341,100.01,95.88,149,8,active,10
4896,90.88,97.02,2064,5,sedentary,6
4358,75.21,99.46,12678,6,sedentary,4
1645,84.89,98.38,4643,5,active,2
1167,102.84,98.19,1134,8,sedentary,7
1609,77.57,97.14,821,8,sedentary,3
3315,67.62,95.14,17,7,sedentary,1
2772,61.74,98.67,8872,5,highly active,7
3040,89.69,100.0,2561,7,active,5
3868,65.0,96.05,14301,4,highly active,7
3953,61.8,100.0,6030,6,sedentary,1
2708,72.62,94.78,4671,5,highly active,4
4472,81.58,100.0,2090,9,highly active,4
3969,79.04,100.0,468,7,sedentary,9
4028,86.07,98.17,4103,6,active,1
4547,54.39,96.72,731,10,active,3
1701,73.25,100.0,16531,6,active,9
3681,67.95,98.33,12376,8,sedentary,8
4629,60.26,100.0,6769,8,highly active,2
2599,63.76,99.08,4216,5,sedentary,9
1129,61.59,100.0,4238,6,sedentary,1
4067,80.25,99.61,4372,6,sedentary,4
2386,88.13,98.73,944,4,sedentary,4
4776,79.92,97.89,5304,3,active,10
3866,77.38,97.16,11724,6,sedentary,10
1692,76.18,96.18,4995,5,sedentary,7
4363,85.13,97.77,97,5,active,2
2394,43.4,96.0,1964,6,highly active,9
1793,74.11,97.18,7731,7,sedentary,4
1028,79.76,98.47,19048,6,highly active,1
1148,101.84,99.06,15694,5,active,4
4850,58.33,100.0,12110,9,highly active,7
2319,57.8,98.51,20993,6,highly active,3
3058,40.94,98.97,2299,6,highly active,4
4583,54.14,97.58,87,5,sedentary,10
3723,72.73,98.02,3063,9,active,10
2136,64.14,98.15,6023,6,sedentary,3
3854,75.34,98.85,316,5,sedentary,6
3791,83.73,95.62,4953,5,highly active,6
2250,75.19,98.47,1559,6,active,8
2333,75.4,96.31,9103,6,highly active,4
1097,81.05,96.7,654,5,active,9
3670,76.93,98.89,14651,9,active,7
3711,73.88,98.77,14492,6,active,8
1405,66.24,94.93,7028,9,active,7
3116,71.92,97.74,384,6,highly active,2
4383,81.04,97.87,7602,5,sedentary,3
2312,99.14,97.82,9619,8,sedentary,2
2785,49.63,98.43,981,8,active,8
4619,83.58,97.15,6695,5,active,5
1750,93.27,99.83,4562,9,active,5
4219,55.94,99.34,4476,5,sedentary,10
4538,72.31,99.65,1557,7,active,3
2762,79.14,100.0,9414,5,sedentary,10
4315,105.13,98.95,18144,7,highly active,4
4562,107.6,98.11,10852,7,highly active,9
4920,55.94,97.8,3224,10,highly active,6
4578,77.99,98.15,3170,5,sedentary,4
1364,83.35,94.34,1870,6,active,10
1481,60.78,100.0,10918,6,active,10
3248,60.12,94.28,10026,3,sedentary,9
1153,51.88,98.69,564,8,sedentary,2
4521,44.69,99.1,1493,9,sedentary,7
2524,51.54,97.83,131,7,highly active,6
3120,92.42,96.65,10493,6,sedentary,3
3760,85.65,95.88,2282,7,active,5
2040,71.66,97.38,1405,8,highly active,6
2664,74.38,100.0,7174,7,active,7
2240,70.97,98.96,3972,6,sedentary,1
1060,51.2,97.21,19859,7,active,1
1938,84.72,98.6,3189,8,active,6
2639,87.79,96.65,12565,8,active,1
3089,57.75,97.63,5535,6,sedentary,2
1024,75.21,94.44,8554,10,sedentary,1
2062,75.21,97.28,1293,9,active,10
4874,80.14,99.09,9676,7,active,4
1130,75.21,97.66,627,6,sedentary,9
4569,96.2,99.79,8224,6,highly active,4
2252,59.13,100.0,4385,7,active,3
1107,73.77,99.44,1816,6,sedentary,6
1171,59.99,100.0,4583,9,active,1
1876,61.07,100.0,13550,5,highly active,1
4549,68.55,98.07,1177,7,sedentary,2
1101,96.61,97.59,1301,3,sedentary,2
3913,91.57,97.18,5345,7,sedentary,6
3571,73.88,96.58,6871,8,highly active,9
2636,80.89,97.27,2168,6,sedentary,5
4115,80.55,95.32,487,5,active,7
3864,61.0,99.6,358,8,active,6
4004,75.21,96.84,292,8,active,9
1329,87.42,100.0,986,4,active,5
4640,78.62,100.0,2448,5,sedentary,9
2520,69.58,96.93,18367,4,highly active,7
4886,77.17,96.39,307,8,highly active,9
1011,79.5,96.71,5609,5,highly active,6
2341,90.5,93.85,7026,6,sedentary,5
4663,92.37,97.16,389,8,sedentary,7
1215,71.42,97.24,9117,7,sedentary,1
2799,99.12,98.28,3927,9,sedentary,1
3708,59.72,96.92,4177,5,highly active,1
4152,65.88,98.44,4978,7,sedentary,9
2750,50.17,95.3,9337,7,sedentary,5
2508,65.53,98.15,10917,8,sedentary,2
3421,78.09,96.67,565,7,sedentary,5
4023,43.26,98.25,11290,6,active,7
1709,81.56,98.92,13970,7,highly active,1
1704,67.91,96.9,324,6,active,1
4608,74.06,98.54,279,6,highly active,10
3513,57.47,96.62,5603,6,active,9
2112,73.47,95.89,4807,7,active,5
4726,69.0,100.0,2441,6,sedentary,8
4642,41.81,98.41,6245,4,highly active,5
4993,93.21,99.56,4946,6,active,5
1488,83.14,98.01,5371,7,sedentary,5
4948,76.41,98.01,7545,7,active,2
2561,83.52,100.0,5399,6,highly active,1
1046,76.24,99.21,49,8,sedentary,8
4359,99.65,97.74,12992,7,highly active,7
1777,86.28,95.33,1572,7,active,3
2039,68.15,99.09,1840,4,active,6
1710,97.38,99.11,7308,6,active,10
1400,102.3,100.0,4547,6,highly active,1
4990,88.66,97.35,5981,9,highly active,7
2817,81.1,96.86,4817,6,active,5
4028,62.19,96.48,3787,6,sedentary,3
4157,85.28,96.15,4622,5,highly active,10
1249,80.82,98.98,1065,8,highly active,7
4853,85.49,98.93,5986,5,highly active,5
1334,76.31,98.01,2366,8,active,4
1628,83.23,97.17,8734,7,sedentary,6
4590,90.54,96.25,14848,6,highly active,5
1136,55.03,100.0,2461,5,highly active,8
3930,59.63,98.45,2746,7,sedentary,4
3735,61.32,100.0,4041,8,active,2
4911,104.1,98.95,1715,5,highly active,5
2521,84.5,97.27,11617,7,highly active,7
1826,85.9,97.17,6142,6,sedentary,2
1726,91.94,96.4,411,5,sedentary,4
3641,44.43,100.0,5989,6,sedentary,7
4294,74.06,97.39,15447,5,active,5
1989,88.46,99.32,4875,7,sedentary,7
3419,72.04,97.3,6113,5,sedentary,8
1934,54.45,95.03,4242,5,active,2
4042,61.42,96.86,3846,7,sedentary,10
1401,57.31,99.46,1724,6,sedentary,4
4561,57.61,98.01,1404,6,active,2
2296,66.79,95.75,638,6,sedentary,10
2182,60.35,97.51,5678,6,active,10
4223,78.83,97.5,11796,7,highly active,2
4042,74.44,95.66,5794,7,sedentary,4
3667,80.94,98.71,11443,8,highly active,6
3235,83.05,98.2,5351,4,highly active,6
4884,84.65,97.44,4121,8,highly active,2
2121,87.46,98.01,4260,6,sedentary,9
1130,83.13,99.07,16,7,highly active,1
3852,79.47,99.11,3242,7,highly active,9
3983,87.76,100.0,7880,9,highly active,1
1182,70.62,97.68,1564,7,highly active,2
4030,62.08,96.71,4729,10,sedentary,2
1363,61.76,99.72,246,5,highly active,4
1038,70.24,95.63,7912,7,active,4
4598,71.5,98.17,10728,7,active,9
4959,62.8,96.13,9643,5,highly active,2
3544,75.33,99.95,635,6,sedentary,10
4587,77.35,99.62,1991,8,active,5
2372,66.83,98.06,7466,6,sedentary,7
4029,109.34,100.0,9960,8,active,1
1920,79.99,96.52,2243,6,sedentary,5
4468,76.77,98.89,3649,10,active,6
3769,64.86,99.11,3029,3,sedentary,5
4232,77.07,98.01,32,8,active,4
1015,78.61,97.44,6015,7,highly active,10
2449,96.28,100.0,2265,6,sedentary,2
2131,49.48,98.09,8148,4,sedentary,2
3941,69.29,99.31,1946,7,active,8
4521,85.71,94.79,8800,6,active,1
1310,61.55,97.71,4277,4,highly active,4
1738,51.8,100.0,14387,7,sedentary,4
1545,90.66,96.89,1429,10,active,1
3461,61.91,100.0,12082,8,highly active,2
1250,69.65,96.78,10525,3,highly active,2
1758,81.32,96.55,616,6,sedentary,6
2804,66.31,99.41,345,8,active,7
4212,68.4,100.0,1026,4,active,8
2297,65.22,99.84,13065,5,highly active,4
2631,75.21,100.0,4919,6,sedentary,5
4810,71.14,97.62,6466,9,sedentary,9
2914,90.96,97.0,9524,7,highly active,1
4110,98.74,100.0,12402,7,sedentary,1
1813,93.75,100.0,5078,5,sedentary,7
1028,77.07,97.28,3762,5,active,4
1957,99.88,100.0,1527,7,active,10
3032,109.54,100.0,6547,6,active,2
1476,77.72,97.7,5588,5,sedentary,3
1317,60.14,98.33,2409,7,active,3
1244,94.68,95.63,4137,7,highly active,4
1747,56.95,97.98,9420,6,highly active,8
1696,61.7,96.82,6905,8,highly active,8
1271,43.76,97.59,4601,6,active,1
4511,85.91,95.37,2225,6,highly active,10
2771,40.27,100.0,7718,8,sedentary,6
2262,89.89,100.0,6916,6,sedentary,8
3424,102.14,100.0,4290,6,sedentary,8
1265,100.92,98.08,1907,5,highly active,6
3973,56.01,97.38,1346,7,highly active,8
1920,75.21,98.61,2902,8,highly active,8
4430,65.36,98.74,16756,6,sedentary,7
1339,88.19,100.0,9814,5,active,4
1388,75.21,98.37,15519,8,active,5
3624,84.97,98.23,12943,8,highly active,2
4760,82.92,99.6,4299,7,sedentary,5
3050,75.21,94.28,5292,7,sedentary,3
4500,67.83,100.0,1301,7,sedentary,1
2165,63.33,99.52,8933,4,highly active,10
1375,57.16,98.93,3837,6,sedentary,6
4741,81.49,99.28,1231,8,sedentary,10
3033,72.31,99.87,701,7,sedentary,10
3371,87.37,100.0,8338,8,active,8
1145,68.24,97.29,4607,9,active,10
2981,84.43,100.0,63,5,sedentary,1
1292,69.24,98.88,12181,7,highly active,10
4736,72.56,96.48,6763,6,active,10
1431,73.98,100.0,274,6,highly active,1
1704,49.5,98.76,2544,10,active,1
3996,72.9,98.8,8971,4,highly active,9
3632,60.18,98.97,9329,6,sedentary,7
1398,103.65,99.78,4921,7,active,2
3864,75.07,97.21,10690,4,active,3
4960,65.6,97.94,13529,5,highly active,5
4415,65.14,100.0,10220,7,active,7
1963,95.56,96.14,569,4,sedentary,1
4211,62.63,100.0,4318,8,highly active,10
3234,79.47,98.1,2687,7,highly active,6
3041,88.25,100.0,4978,4,active,7
3108,66.56,97.22,930,7,highly active,3
1938,87.59,97.22,14048,4,highly active,2
2463,65.8,98.5,4386,8,sedentary,9
4390,72.37,99.36,1372,6,active,3
2325,79.64,97.56,6559,5,sedentary,6
4415,67.02,99.31,6598,5,sedentary,4
1010,86.35,100.0,2663,9,active,10
2551,58.44,100.0,6715,10,sedentary,1
2868,66.38,96.37,867,5,active,6
3273,93.39,100.0,7036,6,active,2
4224,75.38,98.91,15892,6,sedentary,3
4782,59.15,98.76,4471,8,sedentary,1
3611,76.18,97.46,10124,5,sedentary,4
1771,81.02,100.0,7067,8,sedentary,3
2594,51.21,98.77,21,4,active,6
2607,99.81,95.71,911,8,highly active,5
4731,101.84,94.76,10436,5,active,7
2333,75.34,96.89,15715,9,highly active,1
1884,88.4,97.51,3150,8,highly active,3
4314,81.79,100.0,2601,6,sedentary,4
2389,95.73,98.01,6624,8,active,2
4178,60.6,100.0,1698,7,active,4
1225,88.31,98.87,7083,5,active,10
1824,92.27,98.46,11293,10,active,9
1936,83.99,95.35,8473,7,sedentary,7
3800,70.39,99.52,14307,6,sedentary,8
3553,56.93,95.15,877,7,sedentary,8
3306,75.21,98.5,4048,6,sedentary,5
2911,54.91,98.42,13306,5,highly active,9
4845,100.22,99.01,3241,7,highly active,4
4588,74.02,94.88,2198,6,sedentary,7
2796,93.71,98.8,9582,7,active,2
1053,75.34,100.0,3585,7,sedentary,4
4118,89.06,97.1,8577,6,active,7
1726,75.21,96.98,946,5,highly active,7
3736,64.96,97.28,5644,5,highly active,2
2544,77.01,99.98,3340,8,highly active,8
2043,84.64,97.57,6265,7,active,3
2913,77.12,99.92,8024,7,active,6
2776,79.29,96.67,983,6,active,1
2914,55.83,97.19,369,8,sedentary,10
4561,76.06,98.01,514,8,highly active,1
3466,77.72,100.0,551,6,sedentary,1
3737,59.23,99.96,14314,6,sedentary,8
1849,83.57,97.46,9129,8,sedentary,5
4216,77.34,100.0,482,6,active,8
3263,75.24,97.81,8236,5,active,3
1002,55.99,99.11,5334,9,sedentary,6
1159,55.74,99.64,7135,5,highly active,7
4810,80.92,96.79,5035,7,highly active,2
1780,75.21,95.6,7875,9,sedentary,7
4191,63.63,99.42,16631,6,active,1
1892,79.18,95.39,6198,6,highly active,7
3030,105.56,96.23,15872,8,sedentary,1
4160,69.04,98.01,10668,5,highly active,9
3376,105.76,98.97,14013,4,highly active,10
1579,73.86,98.88,7536,6,active,5
2933,83.46,97.18,5117,7,highly active,8
2380,89.4,100.0,505,7,highly active,7
4681,90.49,96.34,12609,9,sedentary,5
2640,71.55,94.7,261,6,active,3
1951,87.42,98.36,5124,9,sedentary,2
4156,81.36,98.01,7008,6,highly active,6
3682,68.46,99.53,7589,9,sedentary,9
1987,96.14,99.33,7755,6,sedentary,10
4612,81.86,97.95,7424,5,sedentary,8
4720,63.76,98.01,11559,6,active,1
2218,62.01,96.93,10268,7,active,2
1920,104.38,97.08,11730,6,sedentary,2
3785,67.61,100.0,4317,7,sedentary,6
2355,86.29,97.81,454,6,sedentary,10
1169,80.65,100.0,7143,8,highly active,8
1520,85.78,98.42,1652,7,active,5
2486,103.68,97.85,13739,7,active,1
1039,89.96,97.07,8953,6,highly active,2
3274,87.54,99.04,10163,8,active,1
4332,72.05,95.97,2362,7,highly active,8
2418,65.03,97.94,7018,6,highly active,1
1954,111.29,98.22,5257,5,highly active,1
4297,74.37,98.4,2188,8,highly active,6
1983,73.4,98.01,11708,6,active,6
4195,79.33,97.23,5589,6,highly active,6
1974,77.87,98.63,1482,7,highly active,3
1037,98.89,98.45,2549,8,highly active,8
3375,83.09,100.0,1803,7,highly active,1
2274,55.35,97.6,2622,8,sedentary,4
4972,65.11,95.65,1459,8,highly active,9
2199,75.16,97.07,3247,6,sedentary,10
2625,90.38,95.91,8289,7,sedentary,7
1453,82.41,99.61,1655,6,sedentary,9
1036,85.97,98.01,2495,5,highly active,6
4387,88.24,98.8,15,3,active,4
1795,62.77,97.13,4336,5,active,2
1972,89.18,93.2,2168,8,active,6
1592,74.08,99.39,1140,8,active,5
2137,75.64,98.27,5796,7,active,2
4111,75.48,98.16,3684,7,highly active,5
2324,84.75,96.57,3889,5,sedentary,8
3271,58.43,97.8,15775,7,active,2
1317,75.21,99.21,5770,7,active,1
3396,88.06,98.79,3441,7,active,2
3162,70.48,95.82,2049,6,highly active,9
3745,75.04,96.61,3918,8,highly active,4
2346,62.11,99.33,13857,8,highly active,3
4111,77.96,100.0,3315,8,highly active,1
2889,78.06,96.07,1641,7,active,2
3087,69.94,97.62,17216,8,active,9
4930,56.25,97.25,1092,5,sedentary,7
2996,81.86,97.57,2471,7,sedentary,1
2772,69.58,98.01,1598,8,sedentary,7
2312,63.76,94.31,5840,7,sedentary,4
2285,94.14,99.14,3677,7,sedentary,2
1215,60.37,100.0,2370,8,active,6
4218,83.43,97.07,10225,9,sedentary,10
3383,52.51,98.57,7637,5,highly active,6
3139,82.24,97.65,2618,5,highly active,5
3400,69.96,96.78,13063,8,highly active,5
3618,57.47,99.39,2522,8,active,2
4642,89.25,98.5,64,5,highly active,9
3863,80.57,96.68,1145,6,active,10
2704,75.21,99.56,4972,4,highly active,10
1362,59.04,100.0,414,6,sedentary,3
3604,49.38,97.7,12487,5,active,9
2716,74.37,96.27,246,7,active,9
2193,76.16,97.05,787,7,active,6
1355,50.48,97.18,550,6,highly active,2
1190,53.8,99.74,7954,6,sedentary,1
4738,63.59,94.26,5763,6,sedentary,8
3469,64.54,97.88,3112,5,sedentary,4
3054,68.8,96.56,3494,6,sedentary,7
3180,86.14,99.04,8024,7,active,5
4818,91.44,96.67,686,6,highly active,4
1556,83.34,97.72,13594,10,highly active,4
4189,75.21,99.73,455,6,sedentary,7
3808,70.44,97.43,6559,6,sedentary,8
2054,72.51,100.0,1468,7,sedentary,8
3582,74.18,96.4,673,7,highly active,7
4465,63.54,98.01,7696,6,highly active,1
3719,54.57,98.62,903,6,sedentary,1
3410,61.1,100.0,4520,8,sedentary,3
4508,71.12,98.86,3647,5,sedentary,3
4741,63.88,100.0,3904,3,active,1
2574,62.2,98.62,20104,6,active,5
4998,72.03,100.0,3005,9,highly active,8
3403,78.0,96.83,5411,4,active,7
4329,68.7,97.1,12937,8,active,3
4789,51.49,97.52,3003,7,highly active,10
1588,59.53,100.0,620,6,sedentary,2
3012,70.08,96.87,617,5,active,6
1519,68.28,98.84,5976,5,sedentary,10
1294,53.8,98.21,18606,6,highly active,5
2985,85.15,98.46,517,9,sedentary,10
2247,79.68,98.12,8178,7,highly active,8
2548,65.99,97.27,5799,5,active,7
4117,72.54,95.75,7394,6,highly active,7
2690,58.92,96.13,1699,6,active,1
2136,87.8,99.49,512,6,sedentary,6
2256,106.03,98.94,544,7,sedentary,6
3064,65.33,98.42,1983,6,active,5
1359,93.36,100.0,1682,7,sedentary,5
4294,62.09,100.0,946,4,highly active,2
3913,67.02,96.12,2152,8,highly active,6
1699,96.51,100.0,5345,6,highly active,9
1447,73.2,95.6,20902,8,highly active,2
3903,85.3,97.13,17881,10,active,1
3412,70.96,98.33,2219,4,sedentary,3
1674,47.96,99.68,4978,7,sedentary,10
2349,71.75,98.16,4529,7,active,9
3461,64.01,95.08,5400,6,sedentary,10
4526,86.7,98.88,15223,5,highly active,10
1585,85.6,97.75,4150,9,sedentary,10
2256,51.64,99.14,6810,9,sedentary,3
2247,77.57,97.06,5371,6,sedentary,5
1993,88.16,97.25,1738,5,active,3
4902,93.01,100.0,10101,5,highly active,6
2435,84.7,96.44,395,7,active,6
1571,86.02,97.64,3150,4,active,8
3382,66.9,96.98,14276,7,sedentary,7
2245,56.56,98.27,4890,6,sedentary,2
